60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:10,44:48:c1:91:d0:11,38:17:c3:1f:14:12,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:1f:14:11,44:48:c1:91:d0:10,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:00,38:17:c3:1f:14:00,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:82,44:48:c1:91:d0:02,44:48:c1:91:95:a2,44:48:c1:91:95:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b3,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:24:47:50,20:a6:cd:42:0a:c1,44:48:c1:91:95:b1,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,00:4e:35:de:d7:43,44:48:c1:91:d0:04,38:17:c3:1f:09:81,44:48:c1:91:95:a0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:83,38:17:c3:24:56:50,44:48:c1:91:aa:21,38:17:c3:1f:09:83,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,80:8d:b7:55:25:f2,72:32:b1:3e:1a:b7,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:35:11,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,00:4e:35:df:06:52,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-100,-68,-68,-76,-76,-77,-68,-100,-100,-100,-100,-92,-100,-100,-100,-100,-83,-100,-83,-100,-100,-83,-100,-100,-75,-75,-75,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-76,-76,-75,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-72,-83,-83,-83,-72,-75,-72,-74,-100,-100,-87,-88,-88,-87,-88,-100,-100,-100,-100,-88,-100,-88,-89,-87,-100,-100,-100,-86,-87,-88,-100,-91,-100,-88,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2026788621486
-100,-100,-100,-68,-69,-100,-77,-77,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-76,-75,-75,-74,-100,-100,-100,-89,-100,-82,-100,-100,-100,-73,-72,-72,-74,-72,-72,-83,-83,-83,-72,-74,-72,-74,-100,-100,-87,-87,-85,-88,-88,-100,-100,-87,-100,-88,-100,-89,-89,-88,-100,-100,-100,-87,-100,-88,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2029447295449
-100,-100,-100,-68,-69,-76,-76,-76,-69,-100,-100,-100,-100,-90,-100,-100,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-75,-75,-75,-87,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-76,-76,-76,-58,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-72,-72,-73,-71,-73,-83,-82,-83,-73,-73,-73,-73,-100,-100,-86,-87,-100,-87,-88,-86,-88,-100,-100,-87,-100,-89,-88,-100,-100,-100,-100,-88,-87,-87,-88,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2032113219725
-100,-100,-100,-76,-76,-81,-80,-80,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-87,-100,-100,-69,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-79,-78,-66,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-71,-71,-80,-71,-78,-81,-82,-81,-78,-81,-79,-80,-80,-100,-84,-84,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-88,-89,-89,-100,-100,-89,-100,-89,-100,-93,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2077372730484
-100,-100,-100,-75,-75,-82,-83,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-84,-100,-100,-70,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-77,-78,-77,-64,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-71,-71,-81,-71,-76,-100,-100,-100,-76,-80,-76,-80,-100,-100,-84,-84,-89,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-91,-100,-92,-100,-100,-100,-91,-93,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2079989763349
-85,-100,-100,-77,-77,-81,-81,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-87,-100,-100,-70,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-78,-79,-78,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-72,-71,-79,-72,-75,-83,-84,-83,-76,-80,-76,-79,-84,-100,-85,-85,-100,-84,-88,-86,-100,-100,-100,-84,-100,-90,-88,-88,-100,-100,-100,-88,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2082629108924
-100,-100,-100,-75,-75,-100,-81,-81,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-86,-100,-100,-69,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-80,-73,-100,-100,-100,-100,-100,-78,-100,-100,-100,-79,-72,-72,-80,-72,-76,-81,-82,-81,-77,-79,-76,-79,-86,-100,-86,-86,-86,-100,-90,-100,-100,-100,-100,-86,-100,-90,-100,-89,-90,-90,-100,-88,-100,-89,-90,-100,-100,-88,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2085316026327
-87,-100,-100,-74,-75,-83,-100,-81,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-85,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-78,-78,-100,-73,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-71,-71,-79,-71,-76,-82,-81,-81,-75,-79,-76,-79,-100,-93,-100,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-89,-91,-88,-100,-100,-100,-89,-100,-100,-91,-100,-100,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2087967894248
-100,-100,-100,-75,-75,-81,-81,-81,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-83,-100,-100,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-100,-100,-81,-100,-72,-80,-100,-80,-72,-81,-72,-82,-100,-90,-88,-90,-100,-89,-88,-100,-100,-100,-100,-88,-100,-90,-87,-89,-100,-100,-100,-100,-88,-88,-88,-100,-88,-100,-100,-100,-87,-90,-90,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,687,2090614581334
-100,-100,-100,-76,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-75,-100,-64,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-72,-73,-100,-73,-69,-83,-100,-100,-68,-100,-67,-100,-81,-91,-100,-100,-86,-100,-88,-100,-100,-100,-87,-100,-100,-87,-87,-87,-87,-88,-87,-85,-100,-87,-100,-100,-100,-85,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2142547234320
-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-91,-100,-100,-73,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-73,-74,-73,-68,-100,-100,-100,-100,-100,-81,-100,-100,-100,-85,-74,-73,-85,-74,-67,-84,-100,-100,-69,-86,-68,-86,-100,-90,-88,-88,-100,-89,-88,-100,-100,-100,-85,-88,-100,-89,-87,-85,-100,-100,-100,-86,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-91,-93,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2145109339419
-100,-100,-100,-77,-76,-82,-81,-82,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-92,-100,-100,-73,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-74,-74,-74,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-74,-74,-86,-74,-68,-83,-84,-84,-68,-86,-67,-86,-100,-91,-87,-88,-100,-87,-88,-83,-100,-83,-86,-88,-100,-87,-88,-86,-89,-88,-87,-86,-100,-89,-89,-100,-100,-85,-100,-94,-88,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2147774225622
-100,-100,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-92,-100,-100,-92,-100,-100,-72,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-75,-75,-75,-69,-100,-100,-100,-100,-100,-79,-100,-100,-100,-85,-74,-74,-85,-74,-68,-83,-83,-83,-68,-85,-68,-85,-100,-91,-88,-88,-100,-88,-88,-100,-84,-100,-100,-87,-100,-89,-89,-86,-100,-100,-100,-86,-100,-89,-100,-100,-100,-85,-91,-91,-100,-100,-92,-91,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2150430690158
-100,-100,-100,-75,-75,-81,-80,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-72,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-74,-75,-75,-69,-100,-100,-100,-100,-100,-81,-100,-100,-100,-86,-75,-74,-86,-74,-68,-81,-82,-81,-68,-85,-68,-86,-100,-92,-90,-90,-85,-89,-88,-100,-100,-100,-85,-90,-100,-88,-87,-85,-88,-89,-100,-85,-100,-87,-89,-100,-100,-85,-100,-91,-100,-91,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2153086123547
-100,-100,-100,-74,-75,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-90,-100,-100,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-75,-75,-84,-75,-69,-82,-82,-82,-68,-84,-69,-85,-100,-93,-88,-88,-100,-88,-88,-83,-83,-100,-100,-88,-100,-89,-90,-86,-100,-88,-88,-85,-100,-88,-100,-100,-100,-85,-100,-92,-100,-92,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,702,2155750400792
-100,-100,-100,-76,-76,-83,-82,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-73,-73,-85,-73,-66,-100,-100,-100,-65,-85,-66,-86,-100,-93,-83,-84,-100,-84,-91,-100,-100,-100,-100,-84,-100,-91,-100,-85,-87,-86,-87,-85,-100,-100,-100,-100,-100,-85,-100,-90,-100,-89,-100,-100,-100,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2202161688644
-100,-100,-100,-77,-76,-100,-82,-83,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-76,-76,-77,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-73,-73,-100,-73,-66,-81,-81,-81,-66,-100,-66,-100,-100,-92,-84,-84,-85,-84,-93,-100,-100,-100,-86,-84,-100,-92,-100,-84,-87,-86,-86,-85,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2204809483648
-100,-88,-100,-76,-76,-82,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-75,-76,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-85,-73,-72,-86,-73,-67,-81,-81,-81,-66,-85,-66,-85,-100,-93,-84,-85,-84,-84,-94,-100,-100,-100,-100,-85,-100,-91,-100,-85,-100,-87,-87,-84,-100,-100,-100,-100,-100,-86,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2207471257194
-100,-100,-100,-76,-75,-82,-82,-82,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-73,-73,-100,-74,-66,-81,-80,-81,-66,-100,-66,-100,-100,-92,-83,-84,-100,-84,-91,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-87,-100,-85,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2210123706156
-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-75,-76,-75,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-73,-73,-86,-73,-67,-81,-81,-81,-66,-86,-66,-85,-100,-92,-84,-84,-84,-85,-90,-100,-89,-100,-100,-84,-100,-92,-100,-85,-88,-88,-87,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2212698830215
-100,-100,-100,-76,-76,-82,-81,-82,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-76,-76,-76,-70,-100,-100,-100,-100,-100,-78,-100,-100,-100,-85,-74,-73,-85,-73,-67,-81,-81,-81,-67,-86,-66,-86,-81,-93,-84,-83,-83,-84,-91,-100,-100,-100,-100,-83,-100,-100,-100,-84,-87,-87,-87,-85,-100,-100,-100,-89,-100,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-91,-91,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431,717,2215349351781
