38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,b0:be:76:f8:30:5e,00:4e:35:df:06:51,38:17:c3:19:55:50,38:17:c3:1e:fc:a0,38:17:c3:19:55:40,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:50,68:ff:7b:e4:af:39,80:8d:b7:55:3a:50,38:17:c3:24:58:a2,70:56:81:c9:91:ab,38:17:c3:1f:08:50,32:f7:72:50:57:3b,38:17:c3:24:58:a0,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,68:ff:7b:e4:af:38,64:e5:99:c3:13:3c,00:4e:35:de:e1:12,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:df:06:42,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,80:8d:b7:55:35:11,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,44:48:c1:a5:82:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:19:d7:72,38:17:c3:19:d7:71,60:32:b1:3e:1a:b8,80:8d:b7:55:39:d0,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,80:8d:b7:55:35:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,20:a6:cd:50:24:b1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,44:48:c1:a5:82:20,38:17:c3:1e:ff:10,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,80:8d:b7:55:3a:40,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:1f:22:30,38:17:c3:19:45:a0,80:8d:b7:55:25:e1,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:32,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,72:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:1f:01:82,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,20:a6:cd:50:24:a2,b4:5d:50:e1:92:20,20:a6:cd:42:0b:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,38:17:c3:1e:ff:00,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,38:17:c3:1f:09:83,b4:5d:50:e1:92:31,00:4e:35:de:e1:02,38:17:c3:1f:09:91,00:4e:35:de:e1:00,00:4e:35:de:e1:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:df:0e:11,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:20,38:17:c3:19:36:30,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-65,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-84,-75,-84,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,475,60,3720478595976
-100,-100,-100,-100,-100,-100,-100,-100,-55,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-70,-85,-75,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-100,-63,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,475,60,3724228817537
-100,-100,-100,-100,-100,-100,-100,-100,-61,-76,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-69,-85,-71,-85,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-100,-64,-54,-53,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,60,3728175998994
-100,-100,-100,-100,-100,-100,-100,-100,-64,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-87,-72,-85,-77,-85,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-72,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-64,-100,-100,-100,-100,-63,-100,-63,-55,-54,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,475,60,3732083483992
-100,-100,-100,-100,-100,-100,-100,-100,-61,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-84,-100,-100,-100,-100,-100,-81,-100,-100,-89,-71,-84,-75,-84,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-64,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,475,60,3736025271126
-100,-100,-100,-100,-100,-100,-100,-100,-61,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-80,-100,-100,-89,-70,-84,-76,-85,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-64,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,60,3739944250187
-100,-100,-100,-100,-100,-100,-100,-100,-62,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-88,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-88,-63,-59,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,492,60,3773383915018
-100,-100,-100,-100,-100,-100,-100,-100,-63,-78,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-89,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-88,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-84,-65,-61,-61,-61,-100,-100,-100,-100,-87,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,492,60,3777269059287
-100,-100,-100,-100,-100,-100,-100,-100,-63,-77,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-64,-100,-100,-100,-100,-63,-84,-63,-59,-59,-59,-100,-100,-100,-100,-87,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,492,60,3781331546265
-100,-100,-100,-100,-100,-100,-100,-100,-63,-77,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-83,-64,-59,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,492,60,3785323841211
-100,-100,-100,-100,-100,-100,-100,-100,-63,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-89,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-83,-64,-59,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,492,60,3789328375064
-100,-100,-100,-100,-100,-100,-100,-100,-63,-75,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-84,-64,-59,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,492,60,3793322186469
-100,-100,-100,-100,-100,-100,-100,-100,-65,-78,-100,-100,-100,-100,-90,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-84,-66,-61,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-87,-91,509,60,3826383582394
-100,-100,-100,-100,-100,-100,-100,-100,-68,-81,-100,-100,-100,-100,-90,-81,-100,-100,-82,-100,-89,-100,-100,-100,-100,-100,-83,-100,-100,-85,-73,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-67,-100,-100,-100,-100,-66,-85,-66,-62,-62,-62,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-87,-91,509,60,3830385754319
-100,-100,-100,-100,-100,-100,-100,-100,-64,-79,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-85,-73,-86,-74,-87,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-85,-65,-66,-66,-66,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-87,-100,509,60,3834491858901
-100,-100,-100,-100,-100,-100,-100,-100,-63,-79,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-86,-100,-100,-100,-100,-100,-74,-100,-100,-91,-74,-86,-75,-87,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-65,-100,-65,-64,-64,-64,-100,-92,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,509,60,3838598502649
-100,-100,-100,-100,-100,-100,-100,-100,-59,-78,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-91,-74,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-84,-66,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-88,-100,509,60,3842634666085
-100,-100,-100,-100,-100,-100,-100,-100,-54,-78,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-100,-72,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-100,-100,-100,-67,-100,-100,-100,-100,-66,-84,-67,-65,-65,-65,-100,-95,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-88,-100,509,60,3846722249521
-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-72,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-86,-64,-51,-51,-52,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,526,60,3878036992322
