b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:1f:0e:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:1f:0e:02,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,00:4e:35:de:e1:12,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,38:17:c3:19:d7:61,20:a6:cd:50:24:b1,80:8d:b7:55:35:10,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:50,44:48:c1:a5:82:22,60:32:b1:3e:1a:b7,00:4e:35:df:06:51,00:4e:35:df:06:40,38:17:c3:1f:22:32,00:4e:35:de:e1:11,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,44:48:c1:a5:82:20,80:8d:b7:55:35:01,38:17:c3:19:d7:62,38:17:c3:1f:01:81,00:4e:35:de:e1:10,b4:5d:50:e1:92:33,38:17:c3:19:d7:60,38:17:c3:19:71:90,b4:5d:50:e1:92:31,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,38:17:c3:19:55:40,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,38:17:c3:1f:09:90,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,00:4e:35:de:e1:00,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:30,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:55:42,20:a6:cd:42:0b:f2,38:17:c3:1f:08:50,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b2,00:4e:35:de:d7:53,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,44:48:c1:91:95:b0,a8:bd:27:4c:bd:22,00:4e:35:de:d7:52,44:48:c1:91:95:b1,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:41,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1f:22:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,38:17:c3:1b:08:b1,9c:d6:43:60:92:e0,x,y,timestamp
-44,-73,-74,-76,-76,-83,-76,-85,-87,-81,-80,-80,-84,-100,-100,-83,-73,-76,-83,-86,-80,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-83,-82,-83,-100,-100,-83,-71,-100,-100,-91,-100,-87,-87,-100,-100,-100,-81,-100,-90,-100,-70,-87,-100,-71,-72,-100,-81,-100,-72,-100,-100,-89,-87,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-79,-72,-100,-100,-100,-75,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-73,-100,-100,-70,-70,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5042184115628
-47,-76,-76,-75,-75,-83,-78,-88,-88,-81,-82,-82,-83,-100,-100,-83,-76,-76,-100,-88,-82,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-83,-70,-100,-100,-100,-100,-87,-87,-100,-100,-100,-79,-100,-85,-100,-70,-87,-100,-71,-74,-100,-81,-100,-73,-100,-100,-86,-87,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-79,-74,-100,-100,-100,-72,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5046650368491
-42,-76,-76,-88,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-76,-88,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-91,-100,-75,-100,-100,-75,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-100,-100,-66,-66,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-79,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5088628972798
-43,-77,-77,-80,-80,-85,-77,-86,-86,-100,-84,-100,-100,-100,-100,-100,-77,-80,-85,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-85,-100,-100,-82,-72,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-100,-76,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-82,-77,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-70,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-79,-85,-85,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5092832161025
-44,-77,-77,-79,-79,-82,-82,-85,-85,-84,-84,-84,-83,-100,-100,-82,-77,-79,-85,-86,-84,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-86,-86,-85,-85,-100,-100,-87,-73,-100,-100,-90,-100,-85,-100,-100,-100,-100,-81,-100,-85,-100,-73,-100,-100,-73,-75,-100,-83,-100,-74,-100,-100,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-80,-74,-100,-100,-100,-73,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-68,-68,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-85,-85,-85,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5096432884461
-43,-76,-77,-78,-78,-82,-74,-85,-86,-84,-83,-84,-83,-100,-100,-83,-77,-78,-100,-86,-84,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-85,-86,-85,-83,-100,-100,-85,-72,-100,-100,-100,-100,-85,-100,-100,-100,-100,-81,-100,-89,-100,-72,-100,-100,-72,-75,-100,-84,-100,-74,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-81,-80,-75,-100,-100,-100,-72,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-69,-100,-100,-71,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-86,-100,-100,-100,-84,-88,-85,-84,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5100092679043
-45,-75,-75,-78,-78,-82,-75,-86,-87,-82,-82,-82,-83,-100,-100,-83,-75,-78,-83,-87,-82,-84,-100,-100,-100,-100,-100,-100,-82,-85,-85,-100,-100,-86,-100,-82,-83,-83,-82,-100,-100,-82,-69,-100,-100,-100,-100,-89,-100,-100,-100,-100,-80,-100,-89,-100,-69,-100,-100,-69,-75,-100,-85,-100,-75,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-81,-80,-75,-100,-100,-100,-72,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-69,-100,-100,-67,-67,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-85,-100,-100,-100,-85,-88,-85,-86,-100,-100,-100,-87,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5103783334094
-43,-76,-76,-78,-78,-81,-77,-88,-87,-82,-83,-82,-100,-100,-100,-100,-76,-78,-83,-87,-82,-81,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-86,-100,-83,-84,-83,-82,-100,-100,-83,-70,-100,-100,-100,-100,-89,-100,-100,-100,-100,-80,-100,-86,-100,-70,-100,-100,-70,-75,-100,-80,-100,-75,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-81,-74,-100,-100,-100,-73,-73,-100,-100,-100,-74,-100,-100,-87,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-66,-100,-100,-69,-69,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-33,5107365451905
-47,-84,-85,-85,-85,-100,-82,-100,-100,-100,-86,-100,-86,-100,-100,-86,-84,-85,-87,-92,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-85,-86,-88,-100,-100,-84,-73,-100,-100,-84,-100,-86,-100,-100,-100,-100,-80,-100,-88,-100,-73,-100,-100,-73,-74,-100,-87,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-81,-81,-74,-100,-100,-100,-81,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-85,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-58,-100,-100,-58,-58,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5154147892825
-47,-77,-78,-83,-83,-100,-82,-100,-88,-86,-85,-85,-86,-100,-100,-86,-77,-83,-85,-90,-84,-82,-100,-100,-100,-100,-100,-100,-86,-88,-88,-100,-100,-87,-100,-84,-84,-83,-88,-100,-100,-84,-74,-100,-100,-84,-100,-85,-100,-100,-100,-100,-82,-100,-64,-100,-74,-100,-100,-74,-79,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-82,-78,-100,-100,-100,-78,-77,-100,-100,-100,-78,-100,-100,-83,-100,-100,-77,-100,-82,-82,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-85,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-57,-100,-100,-59,-59,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5158453260479
-47,-79,-79,-84,-84,-85,-87,-100,-88,-86,-86,-85,-100,-100,-100,-100,-79,-84,-85,-89,-84,-81,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-87,-100,-84,-84,-83,-85,-100,-100,-83,-70,-100,-100,-100,-100,-84,-100,-100,-100,-100,-82,-100,-89,-100,-70,-100,-100,-70,-79,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-82,-77,-100,-100,-100,-78,-79,-100,-100,-100,-79,-100,-100,-83,-100,-100,-77,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-58,-58,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5162785379696
-48,-81,-81,-87,-84,-85,-85,-89,-100,-100,-86,-100,-100,-100,-100,-100,-82,-86,-86,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-87,-100,-86,-86,-86,-87,-100,-100,-87,-70,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-89,-100,-70,-100,-100,-71,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-100,-78,-79,-100,-100,-100,-78,-100,-100,-88,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-57,-100,-100,-57,-57,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5167161894643
-51,-81,-81,-87,-88,-85,-82,-89,-100,-100,-86,-100,-86,-100,-100,-100,-81,-89,-86,-90,-100,-86,-100,-100,-100,-100,-100,-100,-85,-89,-88,-100,-100,-89,-100,-85,-85,-85,-86,-100,-100,-85,-69,-100,-100,-100,-100,-85,-100,-100,-100,-100,-83,-100,-79,-100,-70,-100,-100,-69,-79,-100,-85,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-83,-78,-100,-100,-100,-80,-79,-100,-100,-100,-80,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-57,-100,-100,-59,-60,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5171465470735
-48,-80,-81,-82,-82,-86,-82,-100,-100,-100,-86,-100,-85,-100,-100,-86,-81,-83,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-89,-88,-100,-100,-89,-100,-86,-84,-85,-86,-100,-100,-86,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-81,-100,-73,-100,-77,-100,-100,-78,-74,-100,-84,-100,-74,-100,-100,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-81,-80,-74,-100,-100,-100,-80,-80,-100,-100,-100,-81,-100,-100,-82,-100,-100,-76,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-57,-100,-100,-59,-59,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-51,5175745630264
-43,-87,-85,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-72,-100,-100,-72,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-84,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-57,-100,-100,-54,-54,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-77,-81,-82,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,292,-51,5260792870076
-44,-88,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-70,-100,-100,-70,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-88,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-56,-100,-100,-55,-54,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-77,-81,-81,-81,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,292,-51,5264882495959
-45,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-69,-100,-100,-69,-78,-100,-86,-100,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-58,-100,-100,-55,-54,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-77,-81,-83,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,292,-51,5268995877625
-43,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-93,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-71,-100,-100,-71,-80,-100,-87,-100,-80,-100,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-56,-100,-100,-55,-55,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-77,-81,-81,-81,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,292,-51,5273054608717
-40,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-70,-100,-100,-70,-80,-100,-85,-100,-79,-100,-100,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-79,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-57,-100,-100,-55,-55,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-80,-81,-80,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,292,-51,5277208374496
