38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:03,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:19:d7:70,44:48:c1:a5:82:20,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:51,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:19:55:52,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,38:17:c3:19:45:b0,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:52,b4:5d:50:e1:96:50,20:a6:cd:50:24:b1,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,38:17:c3:19:45:a2,00:4e:35:df:06:50,b4:5d:50:e1:96:43,38:17:c3:19:45:a1,b4:5d:50:e1:92:21,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,80:8d:b7:55:3a:41,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:01,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,00:4e:35:de:e1:02,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,00:4e:35:de:e1:11,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:31,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:32,38:17:c3:1f:08:41,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,38:17:c3:1f:22:30,00:4e:35:de:d7:51,38:17:c3:19:71:90,00:4e:35:de:d7:43,a8:bd:27:4c:bd:22,38:17:c3:1f:22:20,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:1f:22:32,38:17:c3:19:71:81,38:17:c3:1f:08:51,70:56:81:c9:91:ab,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:12,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:4f:11,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,x,y,label
-100,-100,-35,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-79,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-72,-80,-72,-100,-100,-72,-100,-100,-100,-80,-100,-62,-80,-100,-62,-100,-100,-62,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-91,-59,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-80,-80,-100,-80,-100,-100,-100,-90,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-37,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-71,-82,-71,-100,-100,-71,-100,-100,-100,-82,-100,-62,-82,-100,-62,-100,-100,-62,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-91,-58,-100,-100,-100,-100,-82,-100,-100,-82,-100,-83,-100,-100,-81,-82,-100,-81,-100,-100,-100,-100,-100,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-37,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-71,-81,-71,-100,-100,-71,-100,-100,-100,-81,-100,-63,-81,-100,-63,-100,-100,-63,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-83,-100,-100,-83,-100,-82,-100,-100,-81,-81,-100,-81,-100,-100,-100,-100,-100,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-36,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-71,-81,-72,-100,-100,-72,-100,-100,-100,-81,-100,-61,-81,-100,-61,-100,-100,-61,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-83,-100,-100,-81,-100,-82,-100,-100,-81,-81,-100,-81,-100,-100,-100,-100,-100,-90,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-41,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-62,-85,-100,-61,-100,-100,-61,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-42,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-62,-84,-100,-61,-100,-100,-62,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-41,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-85,-74,-100,-100,-74,-100,-100,-100,-85,-100,-61,-84,-100,-61,-100,-100,-62,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-41,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-83,-74,-100,-100,-74,-100,-100,-100,-83,-100,-61,-83,-100,-61,-100,-100,-61,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-77,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-41,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-83,-69,-100,-100,-74,-100,-100,-100,-82,-100,-61,-82,-100,-62,-100,-100,-62,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-42,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-74,-82,-74,-100,-100,-74,-100,-100,-100,-82,-100,-62,-83,-100,-61,-100,-100,-61,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-100,-46,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-100,-72,-81,-71,-100,-100,-72,-100,-100,-100,-80,-100,-59,-81,-100,-59,-100,-100,-59,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-86,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-48,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-87,-88,-72,-79,-72,-100,-100,-72,-100,-100,-100,-80,-100,-59,-80,-100,-59,-100,-100,-59,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-86,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-43,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-87,-88,-72,-79,-71,-100,-100,-72,-100,-100,-100,-79,-100,-59,-79,-100,-59,-100,-100,-59,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-85,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-46,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-91,-100,-100,-83,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-88,-88,-72,-79,-72,-100,-100,-72,-100,-100,-100,-79,-100,-59,-79,-100,-59,-100,-100,-59,-100,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-86,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-44,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-91,-100,-100,-83,-74,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-88,-100,-72,-79,-72,-100,-100,-71,-100,-100,-100,-79,-100,-59,-79,-100,-59,-100,-100,-59,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-86,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-89,-87,-88,-100,-100,-81,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-45,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-91,-100,-100,-83,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-88,-88,-72,-76,-72,-100,-100,-72,-100,-100,-100,-76,-100,-59,-76,-100,-59,-100,-100,-59,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-85,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-89,-88,-88,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-38,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-70,-72,-70,-100,-100,-69,-100,-100,-100,-72,-100,-65,-72,-100,-65,-100,-100,-65,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-79,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-34,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-82,-82,-100,-73,-72,-100,-100,-72,-100,-100,-100,-72,-100,-62,-73,-100,-62,-100,-100,-62,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-33,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-89,-100,-100,-100,-87,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-85,-100,-100,-100,-100,-100,-100,-82,-83,-72,-73,-71,-100,-100,-71,-100,-100,-100,-72,-100,-63,-73,-100,-63,-100,-100,-63,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-83,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-83,-83,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-34,-100,-100,-100,-62,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-78,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-90,-100,-100,-100,-87,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-85,-100,-100,-82,-100,-100,-100,-83,-83,-72,-72,-72,-100,-100,-72,-100,-100,-100,-72,-100,-62,-72,-100,-63,-100,-100,-63,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-85,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-83,-83,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-33,-100,-100,-100,-63,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-90,-100,-100,-100,-87,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-82,-100,-100,-100,-82,-83,-72,-74,-72,-100,-100,-72,-100,-100,-100,-74,-100,-62,-74,-100,-62,-100,-100,-62,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-85,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-84,-84,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-30,-100,-100,-100,-64,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-78,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-90,-100,-100,-100,-86,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-86,-100,-100,-82,-100,-100,-100,-83,-82,-72,-73,-72,-100,-100,-72,-100,-100,-100,-74,-100,-63,-73,-100,-62,-100,-100,-62,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-85,-85,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
