60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:42:0a:c3,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,20:a6:cd:42:0a:c1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c2,38:17:c3:19:45:a0,44:48:c1:91:d0:11,66:2a:2f:53:7c:99,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:81,44:48:c1:91:95:a1,38:17:c3:24:47:51,38:17:c3:24:47:52,20:a6:cd:42:13:e2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,44:48:c1:91:95:b0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,44:48:c1:91:95:b3,20:a6:cd:42:13:e1,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,38:17:c3:1f:19:c2,80:8d:b7:55:25:e3,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,44:48:c1:91:aa:20,38:17:c3:1f:09:92,38:17:c3:1f:09:91,44:48:c1:91:aa:21,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:3a:42,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,38:17:c3:19:71:90,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:39:d2,38:17:c3:19:36:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:41,b4:5d:50:e1:92:23,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,x,y,label
-77,-86,-51,-51,-54,-54,-100,-100,-100,-100,-88,-100,-100,-100,-82,-82,-75,-75,-100,-83,-100,-74,-74,-87,-100,-79,-83,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-82,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-84,-100,-100,-78,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-77,-82,-78,-78,-78,-82,-82,-82,-74,-87,-87,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-76,-85,-50,-50,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-75,-75,-100,-83,-100,-74,-74,-87,-100,-79,-83,-100,-100,-100,-100,-100,-53,-100,-77,-100,-100,-82,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-82,-100,-78,-78,-82,-82,-82,-74,-86,-87,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-76,-85,-51,-51,-54,-54,-89,-100,-100,-100,-100,-100,-100,-100,-82,-82,-76,-76,-100,-83,-100,-74,-74,-86,-100,-79,-83,-100,-100,-100,-100,-100,-54,-100,-77,-100,-100,-82,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-83,-100,-100,-77,-77,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-73,-82,-78,-78,-77,-82,-82,-82,-74,-86,-87,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-78,-100,-52,-52,-55,-55,-100,-100,-100,-100,-84,-100,-90,-100,-80,-80,-75,-75,-100,-100,-100,-71,-72,-87,-100,-83,-100,-100,-100,-100,-100,-100,-55,-100,-80,-100,-100,-80,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-75,-77,-72,-73,-73,-77,-77,-77,-100,-100,-100,-86,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-71,-88,-51,-51,-54,-54,-100,-100,-100,-100,-84,-100,-90,-100,-82,-82,-75,-75,-100,-100,-100,-72,-72,-87,-100,-81,-86,-100,-100,-100,-100,-100,-54,-100,-75,-100,-100,-82,-75,-100,-100,-100,-72,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-77,-73,-73,-74,-77,-77,-77,-75,-100,-84,-85,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-74,-88,-53,-53,-54,-54,-100,-100,-100,-100,-87,-100,-90,-100,-81,-81,-77,-77,-100,-100,-100,-71,-71,-86,-100,-85,-86,-100,-100,-100,-100,-100,-54,-100,-76,-100,-100,-82,-77,-100,-100,-100,-71,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-74,-77,-74,-74,-74,-77,-77,-77,-75,-100,-84,-86,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-88,-52,-52,-55,-55,-90,-100,-100,-100,-87,-100,-100,-100,-83,-83,-76,-76,-100,-100,-100,-71,-71,-86,-100,-84,-85,-100,-100,-100,-100,-100,-55,-100,-76,-100,-100,-83,-76,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-51,-100,-81,-100,-100,-100,-75,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-76,-76,-74,-74,-74,-76,-76,-76,-75,-85,-84,-85,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-72,-100,-52,-52,-54,-54,-90,-100,-100,-100,-87,-100,-100,-100,-83,-83,-75,-75,-100,-73,-100,-71,-71,-86,-100,-72,-83,-100,-100,-100,-100,-100,-54,-100,-75,-100,-100,-83,-76,-100,-100,-100,-71,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-52,-100,-83,-73,-100,-100,-74,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-75,-78,-74,-73,-74,-78,-78,-78,-100,-85,-100,-85,-100,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-100,-53,-52,-55,-55,-90,-100,-100,-100,-88,-100,-100,-100,-83,-82,-74,-74,-100,-73,-100,-71,-71,-86,-100,-84,-83,-100,-100,-100,-100,-100,-55,-100,-77,-100,-100,-83,-74,-100,-86,-100,-70,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-53,-100,-83,-73,-100,-100,-77,-77,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-78,-74,-74,-74,-78,-78,-78,-76,-85,-100,-85,-77,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-83,-100,-52,-52,-65,-65,-89,-100,-100,-100,-100,-100,-91,-100,-80,-80,-70,-71,-100,-100,-100,-77,-77,-100,-100,-87,-84,-100,-100,-100,-100,-100,-66,-100,-79,-100,-100,-80,-71,-100,-100,-100,-76,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-53,-100,-81,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-77,-75,-75,-75,-77,-77,-77,-82,-87,-87,-87,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-50,-50,-59,-59,-89,-100,-100,-100,-100,-100,-91,-100,-83,-83,-70,-70,-100,-100,-100,-73,-73,-87,-100,-87,-84,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-83,-71,-100,-100,-100,-73,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-50,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-72,-79,-76,-77,-77,-79,-79,-79,-82,-87,-87,-86,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-74,-100,-50,-50,-59,-60,-89,-100,-100,-100,-100,-100,-89,-100,-81,-81,-76,-76,-100,-100,-100,-71,-71,-87,-100,-87,-84,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-82,-76,-100,-100,-100,-71,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-50,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-69,-78,-76,-77,-77,-78,-78,-78,-82,-87,-88,-88,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-74,-100,-50,-50,-60,-60,-100,-100,-100,-100,-88,-100,-90,-100,-82,-83,-75,-74,-100,-85,-100,-70,-70,-87,-100,-89,-84,-100,-100,-100,-100,-100,-60,-100,-100,-100,-91,-82,-74,-100,-100,-100,-70,-100,-89,-100,-100,-100,-85,-85,-100,-100,-100,-100,-50,-100,-85,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-69,-79,-76,-74,-74,-79,-78,-79,-78,-100,-86,-86,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-74,-100,-50,-50,-60,-60,-100,-100,-100,-100,-88,-100,-90,-100,-83,-82,-74,-73,-100,-85,-100,-71,-71,-100,-100,-89,-84,-100,-100,-100,-100,-100,-60,-100,-100,-100,-89,-83,-74,-100,-100,-100,-71,-100,-89,-100,-100,-100,-85,-85,-100,-100,-100,-100,-50,-100,-85,-100,-100,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-83,-77,-73,-73,-74,-77,-77,-77,-78,-87,-86,-86,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-74,-90,-50,-50,-61,-61,-100,-100,-100,-100,-88,-100,-90,-100,-82,-81,-75,-75,-100,-85,-100,-70,-71,-100,-100,-88,-83,-100,-100,-100,-100,-100,-61,-100,-81,-100,-90,-82,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-81,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-68,-78,-73,-73,-74,-78,-78,-78,-78,-87,-88,-88,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-79,-100,-58,-57,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-72,-72,-100,-100,-100,-67,-67,-100,-100,-100,-83,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-84,-72,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-67,-82,-69,-70,-100,-82,-82,-82,-78,-81,-81,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-86,-89,-55,-55,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-70,-70,-100,-100,-100,-69,-69,-100,-100,-87,-85,-100,-100,-100,-100,-100,-60,-100,-82,-100,-100,-83,-70,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-84,-70,-70,-70,-84,-83,-83,-76,-83,-83,-82,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-86,-89,-54,-54,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-72,-71,-100,-100,-100,-69,-70,-91,-100,-87,-85,-100,-100,-100,-100,-100,-61,-100,-83,-100,-100,-83,-72,-100,-100,-100,-69,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-65,-83,-69,-69,-69,-83,-83,-84,-76,-82,-82,-82,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-86,-89,-56,-56,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-71,-70,-100,-100,-100,-69,-69,-91,-100,-87,-85,-100,-100,-100,-100,-100,-61,-100,-83,-100,-100,-83,-71,-100,-100,-100,-69,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-65,-84,-69,-70,-69,-84,-84,-84,-77,-82,-82,-82,-76,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-91,-53,-53,-61,-61,-90,-100,-100,-100,-100,-100,-100,-100,-81,-81,-71,-72,-100,-100,-100,-69,-69,-91,-100,-87,-100,-100,-100,-100,-100,-100,-61,-100,-81,-100,-100,-82,-72,-100,-100,-100,-69,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-66,-82,-72,-72,-72,-82,-82,-82,-77,-82,-82,-83,-76,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-91,-54,-54,-62,-62,-90,-100,-100,-100,-100,-100,-100,-100,-85,-85,-72,-72,-100,-100,-100,-69,-69,-100,-100,-85,-83,-100,-100,-100,-100,-100,-62,-100,-81,-100,-100,-86,-72,-100,-100,-100,-69,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-64,-85,-69,-69,-69,-85,-85,-85,-77,-82,-82,-82,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
