ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,80:8d:b7:55:39:d0,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,38:17:c3:19:d7:61,80:8d:b7:55:25:f0,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:60,38:17:c3:1f:01:90,44:48:c1:a5:82:31,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:01,00:4e:35:df:06:52,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,38:17:c3:1e:ff:02,44:48:c1:a5:82:21,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,00:4e:35:df:06:51,38:17:c3:1e:ff:12,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,38:17:c3:1f:01:82,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:21,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:55:42,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,00:4e:35:de:d7:50,38:17:c3:1f:22:31,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:22,38:17:c3:19:71:80,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,timestamp
-65,-30,-79,-79,-80,-76,-76,-76,-64,-79,-75,-74,-74,-74,-74,-100,-63,-79,-76,-72,-71,-100,-71,-83,-81,-80,-87,-87,-87,-80,-100,-80,-71,-100,-100,-100,-95,-71,-71,-76,-100,-76,-91,-64,-100,-100,-69,-69,-70,-100,-63,-100,-100,-100,-75,-100,-71,-81,-64,-100,-100,-100,-89,-80,-100,-70,-87,-63,-81,-71,-100,-100,-100,-100,-88,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-85,-84,-85,-85,-85,-100,-100,-86,-100,-100,-86,-87,-86,-79,-100,-100,-100,-81,-80,-100,-86,-85,-85,-100,-100,-82,-100,-82,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,485,12317712551914
-100,-34,-79,-100,-78,-76,-77,-77,-64,-79,-77,-70,-70,-70,-70,-78,-63,-78,-66,-77,-77,-100,-76,-100,-82,-81,-89,-89,-88,-82,-100,-82,-72,-100,-100,-100,-100,-72,-73,-75,-100,-75,-100,-65,-100,-100,-67,-66,-66,-100,-65,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-83,-100,-100,-75,-84,-64,-100,-75,-100,-100,-100,-100,-88,-100,-75,-74,-100,-74,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-81,-81,-80,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12368367798561
-73,-39,-79,-100,-78,-76,-77,-77,-65,-79,-73,-70,-69,-70,-69,-78,-63,-77,-68,-72,-73,-100,-72,-90,-78,-77,-88,-89,-88,-78,-100,-77,-72,-100,-100,-100,-100,-71,-72,-75,-100,-74,-100,-65,-100,-100,-67,-66,-66,-100,-65,-100,-100,-100,-76,-100,-75,-78,-66,-100,-100,-100,-83,-78,-100,-75,-83,-64,-77,-72,-100,-100,-100,-100,-88,-100,-75,-74,-100,-74,-100,-100,-100,-83,-89,-100,-85,-100,-91,-100,-79,-79,-79,-85,-85,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-84,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12371728397102
-72,-36,-100,-100,-100,-75,-75,-75,-65,-100,-73,-70,-69,-71,-69,-77,-100,-77,-68,-73,-73,-100,-73,-100,-82,-81,-88,-89,-84,-82,-100,-81,-72,-100,-100,-100,-100,-71,-71,-76,-100,-76,-100,-100,-84,-100,-68,-68,-67,-100,-62,-100,-100,-100,-76,-100,-100,-78,-62,-100,-100,-100,-100,-78,-100,-100,-83,-62,-77,-72,-100,-100,-100,-100,-100,-100,-75,-74,-100,-74,-100,-100,-100,-100,-89,-87,-85,-100,-89,-100,-84,-81,-83,-85,-85,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-83,-84,-87,-100,-85,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12375175259132
-73,-37,-100,-100,-100,-74,-75,-74,-64,-75,-75,-70,-69,-71,-70,-75,-63,-75,-76,-69,-69,-100,-69,-100,-81,-81,-87,-100,-85,-82,-100,-81,-73,-100,-100,-100,-100,-73,-73,-76,-100,-81,-100,-100,-84,-100,-71,-71,-70,-100,-62,-100,-100,-100,-78,-100,-71,-100,-62,-100,-100,-100,-100,-77,-100,-72,-83,-62,-78,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-84,-81,-82,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-84,-84,-88,-100,-84,-100,-80,-79,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12378619941057
-70,-36,-100,-100,-100,-75,-75,-76,-64,-76,-75,-70,-69,-71,-70,-82,-63,-77,-73,-74,-74,-100,-74,-86,-79,-77,-87,-87,-86,-79,-100,-79,-70,-100,-100,-100,-100,-69,-71,-78,-100,-77,-100,-62,-100,-100,-71,-71,-70,-100,-64,-100,-100,-100,-78,-100,-68,-100,-64,-100,-100,-100,-100,-77,-100,-72,-83,-63,-78,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-84,-84,-89,-100,-84,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12382007865327
-75,-36,-78,-77,-78,-75,-75,-76,-64,-76,-75,-71,-72,-71,-72,-78,-64,-77,-72,-75,-75,-100,-75,-100,-79,-78,-90,-87,-88,-79,-100,-79,-73,-100,-100,-100,-100,-74,-74,-79,-100,-76,-100,-62,-82,-100,-72,-73,-73,-100,-64,-100,-100,-100,-78,-100,-72,-80,-64,-100,-100,-100,-85,-78,-100,-73,-100,-65,-79,-73,-100,-100,-100,-100,-87,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-100,-100,-100,-100,-92,-100,-100,-92,-100,-100,-83,-100,-100,-100,-100,-83,-100,-89,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,471,12385246203919
-68,-36,-79,-78,-79,-73,-73,-72,-64,-100,-76,-70,-71,-71,-71,-76,-64,-76,-67,-70,-69,-100,-71,-100,-78,-80,-87,-86,-87,-79,-100,-80,-71,-100,-100,-100,-100,-72,-71,-76,-100,-76,-100,-100,-76,-100,-65,-65,-65,-100,-67,-100,-100,-100,-76,-100,-67,-100,-69,-100,-100,-100,-83,-100,-100,-66,-82,-69,-100,-66,-100,-100,-100,-100,-91,-100,-73,-73,-100,-69,-100,-100,-100,-85,-100,-100,-86,-100,-90,-100,-77,-78,-79,-87,-88,-100,-88,-89,-100,-85,-90,-100,-100,-82,-100,-100,-100,-100,-83,-100,-87,-87,-86,-91,-100,-86,-100,-100,-100,-91,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12437482632702
-72,-36,-79,-78,-79,-73,-72,-72,-100,-100,-75,-71,-71,-71,-71,-100,-100,-100,-66,-70,-71,-100,-72,-100,-79,-80,-89,-86,-87,-80,-100,-80,-72,-100,-100,-100,-100,-72,-72,-78,-100,-78,-100,-100,-75,-86,-63,-63,-63,-100,-69,-100,-100,-100,-78,-100,-66,-79,-69,-100,-100,-100,-82,-79,-100,-66,-82,-69,-77,-66,-100,-100,-100,-100,-89,-100,-73,-73,-100,-69,-100,-100,-100,-85,-100,-100,-100,-100,-90,-100,-80,-78,-79,-87,-100,-100,-88,-89,-100,-85,-88,-88,-91,-100,-100,-100,-100,-100,-83,-100,-86,-87,-86,-92,-100,-87,-100,-100,-100,-91,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12441015652857
-72,-36,-100,-100,-100,-72,-72,-72,-65,-100,-75,-71,-71,-71,-71,-100,-64,-100,-63,-70,-71,-100,-71,-100,-79,-78,-87,-87,-88,-80,-100,-80,-72,-100,-100,-100,-100,-71,-72,-80,-100,-79,-100,-62,-73,-86,-63,-63,-63,-100,-70,-100,-100,-100,-79,-100,-66,-79,-71,-100,-100,-100,-82,-79,-100,-100,-82,-72,-79,-100,-100,-100,-100,-100,-89,-100,-73,-75,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-79,-79,-79,-87,-100,-100,-100,-89,-100,-84,-88,-87,-88,-100,-100,-100,-100,-100,-83,-100,-85,-86,-86,-92,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12444561697491
-71,-36,-100,-100,-100,-72,-72,-72,-64,-84,-75,-71,-71,-71,-70,-100,-64,-100,-64,-72,-72,-100,-72,-100,-79,-78,-86,-86,-85,-80,-100,-80,-72,-100,-100,-100,-100,-71,-72,-80,-100,-82,-100,-64,-75,-100,-63,-63,-63,-100,-70,-100,-100,-100,-80,-100,-68,-79,-71,-100,-100,-100,-82,-79,-100,-100,-82,-72,-79,-68,-100,-100,-100,-100,-89,-100,-73,-74,-100,-74,-100,-100,-100,-85,-86,-90,-88,-100,-100,-100,-80,-80,-81,-86,-87,-100,-100,-88,-100,-84,-87,-87,-88,-100,-100,-100,-100,-100,-84,-100,-87,-86,-86,-100,-100,-86,-100,-100,-100,-91,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12448017571968
-73,-36,-100,-100,-100,-72,-72,-72,-66,-84,-100,-71,-72,-71,-71,-100,-67,-100,-64,-71,-71,-100,-72,-100,-81,-79,-86,-87,-87,-79,-100,-79,-72,-100,-100,-100,-100,-71,-71,-76,-100,-78,-100,-66,-75,-100,-62,-63,-63,-100,-70,-100,-100,-100,-77,-100,-68,-80,-70,-100,-100,-100,-100,-80,-100,-69,-82,-71,-81,-68,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-86,-90,-88,-100,-100,-100,-81,-80,-80,-86,-87,-100,-100,-88,-100,-100,-88,-87,-88,-80,-100,-100,-100,-100,-80,-100,-89,-89,-87,-91,-100,-88,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12451512506446
-67,-35,-100,-100,-100,-75,-75,-76,-65,-100,-100,-72,-73,-72,-73,-100,-66,-100,-65,-69,-69,-100,-69,-100,-76,-78,-86,-87,-87,-75,-100,-79,-72,-100,-100,-100,-100,-72,-72,-75,-100,-76,-100,-66,-78,-100,-63,-63,-63,-100,-70,-100,-100,-100,-76,-100,-67,-80,-71,-100,-100,-100,-88,-80,-100,-65,-80,-71,-81,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-83,-90,-89,-100,-100,-100,-81,-80,-80,-86,-89,-84,-100,-88,-100,-100,-88,-87,-88,-82,-100,-100,-100,-100,-83,-100,-85,-85,-85,-91,-100,-84,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,457,12454970765976
-72,-36,-100,-100,-100,-80,-80,-80,-69,-100,-76,-75,-76,-75,-75,-100,-68,-75,-70,-68,-68,-100,-68,-100,-75,-76,-91,-100,-100,-74,-100,-77,-74,-100,-100,-100,-100,-73,-74,-78,-100,-77,-100,-100,-72,-100,-66,-67,-68,-100,-72,-100,-100,-100,-76,-100,-70,-76,-72,-100,-100,-100,-100,-76,-100,-70,-79,-72,-76,-69,-92,-100,-100,-100,-88,-100,-76,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-82,-82,-82,-100,-100,-79,-86,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-86,-86,-87,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12503115694291
-68,-31,-81,-81,-81,-76,-76,-76,-69,-75,-75,-76,-75,-75,-75,-74,-68,-75,-68,-68,-68,-100,-68,-84,-76,-77,-90,-100,-100,-76,-100,-76,-73,-100,-100,-100,-100,-73,-74,-78,-100,-77,-100,-100,-72,-100,-66,-67,-68,-100,-72,-100,-100,-100,-76,-100,-68,-76,-74,-100,-100,-100,-85,-76,-100,-66,-83,-73,-76,-67,-92,-100,-100,-100,-88,-100,-75,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-82,-82,-80,-86,-100,-79,-86,-100,-100,-100,-92,-100,-100,-79,-100,-100,-100,-100,-79,-84,-86,-86,-87,-87,-100,-87,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12506442931477
-100,-32,-81,-81,-81,-75,-74,-74,-100,-75,-77,-74,-75,-74,-75,-75,-68,-75,-72,-73,-73,-100,-72,-85,-76,-76,-90,-100,-100,-76,-100,-77,-71,-100,-100,-100,-100,-71,-72,-78,-100,-77,-100,-67,-100,-100,-68,-68,-68,-100,-74,-100,-100,-100,-77,-100,-68,-100,-74,-100,-100,-100,-88,-100,-100,-68,-83,-73,-100,-69,-100,-100,-100,-100,-100,-100,-73,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-82,-84,-84,-84,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-79,-84,-85,-85,-87,-88,-100,-85,-88,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12510000396111
-69,-32,-100,-100,-100,-74,-74,-74,-68,-75,-77,-76,-75,-76,-77,-75,-68,-75,-71,-73,-73,-100,-72,-85,-74,-76,-100,-100,-100,-76,-100,-74,-71,-100,-100,-100,-100,-71,-72,-78,-100,-77,-100,-68,-100,-100,-66,-66,-67,-100,-74,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-87,-100,-100,-67,-84,-73,-100,-68,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-83,-84,-84,-84,-84,-73,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-88,-86,-87,-88,-100,-85,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12513404476631
-71,-46,-100,-100,-100,-74,-74,-74,-67,-75,-76,-75,-76,-76,-76,-75,-68,-75,-71,-69,-69,-100,-69,-100,-78,-77,-100,-100,-100,-79,-100,-77,-71,-100,-100,-100,-100,-71,-72,-78,-100,-77,-100,-68,-100,-100,-66,-66,-67,-100,-72,-100,-100,-100,-77,-100,-68,-100,-100,-100,-100,-100,-87,-100,-100,-68,-84,-73,-100,-68,-100,-100,-100,-100,-100,-100,-73,-73,-100,-74,-100,-100,-100,-100,-87,-91,-87,-100,-89,-100,-83,-83,-85,-88,-86,-73,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-86,-86,-86,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12516803264078
-76,-34,-100,-100,-100,-75,-74,-74,-66,-71,-73,-71,-72,-72,-72,-100,-65,-71,-71,-69,-69,-100,-69,-84,-76,-77,-100,-100,-100,-77,-100,-77,-71,-100,-100,-100,-100,-71,-72,-77,-100,-77,-100,-66,-100,-100,-65,-65,-65,-100,-70,-100,-100,-100,-77,-100,-67,-100,-71,-100,-100,-100,-100,-100,-100,-65,-81,-70,-100,-66,-100,-100,-100,-100,-100,-100,-73,-73,-100,-74,-100,-100,-100,-100,-86,-91,-82,-100,-89,-100,-83,-82,-83,-82,-82,-79,-100,-100,-100,-87,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-89,-88,-86,-100,-100,-88,-90,-100,-100,-90,-100,-100,-100,-86,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,443,12520208353555
-72,-50,-100,-100,-100,-73,-73,-73,-67,-79,-74,-76,-100,-78,-76,-79,-68,-100,-67,-68,-67,-100,-68,-85,-73,-75,-89,-89,-100,-74,-100,-74,-77,-100,-100,-100,-100,-76,-76,-82,-100,-80,-100,-69,-73,-100,-64,-64,-64,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-84,-84,-84,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,429,12580978853324
-68,-36,-81,-80,-80,-73,-73,-73,-69,-79,-77,-76,-78,-76,-76,-79,-68,-80,-66,-67,-67,-100,-67,-85,-74,-74,-87,-87,-85,-74,-100,-74,-81,-100,-100,-100,-100,-82,-81,-78,-100,-77,-100,-69,-73,-100,-63,-63,-64,-100,-68,-100,-100,-100,-79,-100,-100,-74,-69,-100,-100,-100,-100,-73,-100,-100,-80,-68,-74,-100,-87,-100,-100,-100,-100,-100,-76,-76,-100,-77,-100,-100,-100,-100,-86,-100,-100,-100,-89,-100,-83,-83,-84,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-100,-100,-90,-100,-100,-100,-100,-100,-88,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,429,12584183359000
-66,-40,-81,-80,-80,-100,-78,-78,-69,-100,-78,-75,-75,-76,-76,-79,-68,-80,-66,-70,-70,-100,-70,-100,-74,-74,-86,-85,-85,-74,-100,-74,-77,-100,-100,-100,-100,-75,-75,-80,-100,-80,-100,-69,-73,-100,-62,-62,-62,-100,-69,-100,-100,-100,-79,-100,-100,-74,-69,-100,-100,-100,-100,-73,-100,-100,-80,-70,-74,-68,-85,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-86,-100,-85,-100,-89,-100,-80,-81,-81,-86,-85,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,429,12587652080249
-64,-50,-100,-100,-100,-75,-75,-75,-66,-79,-78,-79,-77,-79,-79,-79,-67,-81,-64,-68,-68,-100,-68,-100,-74,-74,-89,-88,-88,-74,-100,-74,-81,-100,-100,-100,-100,-80,-80,-77,-100,-77,-100,-69,-73,-100,-62,-62,-62,-100,-71,-100,-100,-100,-79,-100,-67,-74,-72,-100,-100,-100,-100,-73,-100,-67,-80,-73,-74,-67,-85,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-89,-100,-82,-81,-81,-86,-85,-100,-100,-88,-100,-100,-89,-100,-100,-85,-100,-100,-100,-100,-85,-100,-90,-88,-90,-90,-100,-89,-88,-76,-76,-90,-100,-100,-100,-100,-100,-88,-89,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,429,12591097547174
-66,-51,-100,-100,-100,-73,-73,-74,-69,-79,-78,-78,-78,-79,-79,-79,-69,-81,-65,-68,-68,-100,-68,-87,-73,-74,-88,-88,-87,-75,-100,-74,-81,-100,-100,-100,-100,-80,-80,-77,-100,-77,-100,-70,-100,-100,-62,-62,-62,-100,-70,-100,-100,-100,-77,-100,-67,-74,-69,-100,-100,-100,-100,-73,-100,-67,-79,-70,-74,-67,-100,-100,-100,-100,-100,-100,-75,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-100,-84,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-87,-100,-88,-86,-87,-90,-100,-85,-88,-75,-76,-90,-100,-100,-100,-100,-100,-88,-89,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,429,12594616470663
