20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-64,-82,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-47,-47,-100,-100,-89,-46,-100,-100,-92,-91,-100,-100,-91,-100,-100,-100,-63,-63,-86,-63,-76,-100,-80,-74,-80,-86,-87,-85,-86,-84,-78,-78,-82,-84,-83,-79,-82,-82,-85,-90,-86,-84,-87,-100,-86,-92,-90,-77,-77,-86,-85,-88,-86,-86,-87,-87,-83,-91,-87,-88,-74,-87,-73,-86,-83,-82,-86,-93,-100,-75,-76,-78,-90,-90,-87,-86,-88,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-100,-76,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-59,-84,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-46,-46,-100,-100,-91,-46,-100,-100,-92,-91,-100,-100,-91,-100,-100,-100,-62,-63,-86,-63,-77,-100,-84,-76,-77,-86,-86,-86,-87,-83,-75,-77,-81,-85,-84,-77,-82,-82,-85,-90,-87,-84,-86,-100,-87,-92,-90,-75,-75,-87,-86,-88,-88,-86,-87,-87,-78,-88,-87,-88,-76,-87,-76,-88,-80,-80,-86,-93,-100,-79,-79,-78,-90,-90,-87,-86,-88,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-76,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-62,-85,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-45,-46,-100,-100,-91,-46,-100,-100,-93,-91,-100,-100,-91,-100,-100,-100,-64,-63,-86,-63,-75,-100,-84,-79,-78,-85,-85,-84,-85,-83,-77,-79,-81,-85,-84,-77,-79,-82,-85,-90,-87,-92,-86,-100,-85,-92,-90,-77,-77,-87,-86,-88,-87,-86,-87,-87,-78,-89,-86,-88,-76,-87,-76,-88,-80,-80,-86,-93,-100,-79,-79,-78,-90,-90,-87,-89,-89,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-75,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-59,-85,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-47,-46,-100,-100,-91,-47,-100,-100,-91,-91,-100,-100,-91,-100,-100,-100,-62,-64,-83,-63,-75,-100,-84,-77,-78,-86,-86,-86,-85,-82,-77,-77,-81,-83,-84,-78,-82,-84,-82,-90,-86,-92,-85,-100,-86,-92,-90,-76,-76,-86,-85,-88,-86,-89,-90,-87,-82,-88,-86,-88,-76,-87,-76,-88,-80,-82,-86,-91,-100,-76,-79,-76,-90,-90,-87,-90,-89,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-57,-85,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-47,-47,-100,-100,-91,-47,-100,-100,-92,-91,-100,-100,-91,-100,-100,-100,-64,-62,-83,-63,-75,-100,-82,-75,-81,-83,-84,-84,-83,-85,-77,-85,-82,-83,-84,-84,-82,-84,-82,-90,-86,-92,-83,-100,-85,-92,-90,-76,-76,-86,-85,-88,-86,-89,-90,-89,-81,-88,-86,-88,-75,-87,-76,-88,-80,-80,-89,-91,-100,-81,-77,-76,-90,-90,-87,-89,-88,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-79,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-47,-87,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-47,-47,-100,-100,-91,-47,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-61,-60,-84,-61,-79,-100,-81,-76,-78,-84,-85,-84,-84,-87,-73,-76,-82,-85,-83,-76,-82,-82,-85,-92,-88,-92,-92,-100,-84,-92,-90,-72,-73,-84,-84,-89,-89,-88,-90,-87,-82,-82,-88,-88,-75,-87,-79,-87,-82,-80,-91,-93,-100,-77,-75,-73,-90,-90,-87,-81,-82,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-49,-84,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-47,-47,-100,-100,-91,-47,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-61,-62,-82,-59,-78,-100,-82,-81,-76,-83,-83,-83,-83,-84,-73,-76,-82,-85,-83,-78,-83,-84,-85,-91,-90,-92,-93,-100,-86,-92,-90,-73,-74,-84,-84,-89,-89,-88,-90,-87,-82,-82,-91,-88,-81,-100,-80,-87,-82,-81,-90,-90,-100,-79,-74,-73,-90,-90,-87,-82,-83,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-80,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-50,-91,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-50,-50,-100,-100,-91,-50,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-60,-60,-81,-61,-79,-100,-83,-81,-77,-81,-83,-81,-82,-88,-70,-76,-82,-85,-88,-76,-83,-84,-85,-91,-88,-88,-88,-100,-86,-92,-90,-70,-72,-84,-84,-92,-91,-88,-90,-86,-84,-84,-89,-100,-81,-100,-80,-84,-83,-81,-88,-90,-100,-76,-74,-76,-90,-90,-87,-84,-84,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-100,-100,-100,-71,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-51,-89,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-50,-50,-100,-100,-91,-49,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-60,-61,-81,-60,-79,-100,-86,-81,-78,-83,-83,-83,-81,-87,-72,-78,-82,-85,-88,-78,-83,-83,-85,-91,-92,-88,-88,-100,-87,-92,-90,-72,-72,-86,-86,-92,-90,-86,-88,-87,-84,-81,-90,-100,-81,-84,-80,-85,-83,-82,-91,-91,-100,-76,-73,-74,-90,-90,-87,-82,-82,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-57,-88,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-50,-49,-100,-100,-93,-50,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-61,-61,-81,-60,-78,-100,-84,-81,-77,-83,-84,-83,-83,-84,-72,-76,-82,-84,-85,-77,-84,-83,-85,-93,-91,-88,-88,-100,-86,-92,-90,-70,-71,-87,-85,-92,-89,-86,-88,-87,-84,-82,-90,-100,-81,-84,-80,-85,-83,-82,-89,-91,-100,-73,-75,-75,-90,-90,-87,-82,-82,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-80,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-46,-88,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-50,-49,-100,-100,-93,-49,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-60,-61,-83,-61,-79,-100,-86,-81,-77,-82,-82,-82,-82,-85,-73,-78,-85,-86,-84,-76,-84,-83,-86,-92,-91,-88,-92,-100,-87,-92,-90,-74,-73,-86,-86,-92,-90,-87,-88,-87,-84,-83,-90,-100,-81,-84,-78,-85,-82,-82,-91,-91,-100,-74,-75,-75,-90,-90,-87,-83,-82,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-92,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-48,-89,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-56,-57,-100,-100,-93,-58,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-70,-71,-81,-71,-82,-100,-79,-81,-80,-85,-86,-86,-86,-89,-69,-81,-85,-83,-85,-81,-84,-83,-84,-92,-91,-88,-89,-100,-86,-92,-90,-70,-69,-85,-85,-92,-90,-87,-88,-87,-84,-86,-90,-100,-74,-84,-78,-85,-82,-81,-91,-91,-100,-75,-74,-75,-90,-90,-87,-83,-83,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-83,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-62,-89,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-57,-57,-100,-100,-93,-58,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-70,-69,-79,-70,-83,-100,-79,-81,-80,-87,-86,-87,-86,-89,-68,-82,-84,-83,-82,-82,-84,-83,-85,-92,-91,-88,-89,-100,-86,-92,-90,-69,-69,-87,-86,-91,-90,-87,-88,-87,-80,-83,-90,-100,-74,-84,-78,-85,-81,-81,-91,-91,-100,-74,-74,-74,-90,-90,-87,-83,-84,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-52,-89,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-59,-57,-100,-100,-93,-58,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-68,-67,-79,-70,-80,-100,-79,-75,-81,-86,-85,-85,-84,-88,-73,-80,-84,-83,-83,-81,-84,-83,-84,-92,-91,-88,-89,-100,-85,-100,-90,-70,-72,-86,-86,-90,-90,-87,-88,-87,-91,-84,-90,-100,-76,-84,-74,-85,-82,-80,-93,-91,-100,-75,-74,-75,-90,-90,-87,-85,-84,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-53,-87,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-58,-57,-100,-100,-93,-58,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-69,-69,-79,-70,-80,-100,-79,-78,-85,-84,-84,-84,-84,-88,-71,-83,-85,-83,-83,-82,-84,-83,-84,-92,-91,-88,-89,-100,-86,-100,-90,-73,-72,-86,-81,-90,-90,-87,-88,-87,-81,-83,-90,-100,-76,-84,-77,-85,-82,-81,-89,-91,-100,-76,-75,-75,-90,-100,-87,-85,-84,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-61,-87,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-54,-53,-100,-100,-94,-53,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-69,-68,-79,-68,-80,-100,-79,-75,-80,-87,-87,-88,-87,-88,-72,-80,-86,-83,-83,-80,-85,-87,-84,-92,-91,-90,-89,-100,-86,-100,-90,-72,-72,-85,-86,-90,-90,-87,-88,-87,-81,-87,-90,-100,-76,-84,-76,-85,-81,-81,-89,-91,-100,-75,-75,-74,-90,-100,-87,-85,-86,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-83,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-60,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-52,-100,-100,-92,-53,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-69,-69,-79,-68,-83,-100,-79,-74,-81,-87,-87,-87,-87,-88,-71,-81,-85,-81,-82,-81,-86,-87,-84,-92,-93,-87,-89,-100,-89,-100,-100,-71,-71,-85,-88,-90,-90,-88,-88,-87,-81,-85,-90,-88,-75,-87,-75,-88,-81,-82,-89,-91,-100,-73,-74,-73,-90,-100,-87,-84,-83,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-55,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-53,-100,-100,-93,-53,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-69,-69,-82,-69,-75,-100,-84,-78,-80,-84,-83,-83,-84,-85,-72,-81,-81,-85,-85,-81,-81,-81,-85,-94,-90,-87,-86,-100,-87,-100,-100,-70,-71,-87,-86,-91,-91,-88,-88,-87,-74,-81,-89,-81,-80,-82,-79,-81,-76,-77,-89,-91,-100,-75,-76,-76,-90,-100,-88,-79,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-54,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-93,-55,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-81,-67,-79,-66,-74,-100,-72,-77,-83,-84,-84,-85,-85,-84,-71,-82,-84,-81,-82,-82,-83,-84,-84,-92,-93,-87,-86,-100,-88,-100,-100,-71,-71,-87,-87,-92,-89,-88,-88,-87,-73,-81,-87,-82,-77,-83,-76,-82,-76,-76,-86,-92,-100,-74,-73,-74,-90,-100,-88,-80,-81,-92,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
